Company,Headline,Description,Time,pdf_link,bert_sentiment,confidence,final_sentiment
SEAMECLTD,Outcome of Board Meeting,"Seamec Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 03, 2025.",03-Jun-2025 15:18:37,https://nsearchives.nseindia.com/corporate/SEAMECLTD_03062025151749_BSENSEOutcomeofBM03062025.pdf,-0.9999778283754495,0.9999806880950928,Negative
NUVOCO,Analysts/Institutional Investor Meet/Con. Call Updates,Nuvoco Vistas Corporation Limited has informed the Exchange about Schedule of meet,03-Jun-2025 15:16:46,https://nsearchives.nseindia.com/corporate/NUVOCO_03062025151641_SEIntimation_Signed.pdf,-0.9999875680059631,0.9999922513961792,Negative
EVEREADY,General Updates,Eveready Industries India Limited has informed the Exchange about Letter to Shareholders and Newspaper Publication for Transfer of Shares to Demat Accountof Investor Education and Protection Fund authority (IEPF Authority),03-Jun-2025 15:16:05,https://nsearchives.nseindia.com/corporate/EVEREADY_03062025151520_SE_Reminderletter.pdf,-0.9999554597125098,0.9999750852584839,Negative
SKIPPER,Copy of Newspaper Publication,Skipper Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 15:14:14,https://nsearchives.nseindia.com/corporate/skipper_03062025151352_seintimation.pdf,-0.9999334426029236,0.9999595880508423,Negative
IZMO,Copy of Newspaper Publication,IZMO Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 15:13:56,https://nsearchives.nseindia.com/corporate/IZMO_03062025151348_IntimationPreDispatch.pdf,-0.9999885418585563,0.9999912977218628,Negative
PREMEXPLN,Updates,Premier Explosives Limited has informed the Exchange regarding 'revocation order from Telangana Pollution Control Board'.,03-Jun-2025 15:12:22,https://nsearchives.nseindia.com/corporate/PREMEXPLN_03062025151132_BSENSERevocationOrderTPCB02062025.pdf,-0.9999700715979998,0.9999817609786987,Negative
HYBRIDFIN,Loss of Share Certificates,Hybrid Financial Services Limited has informed the Exchange about Loss of Share Certificates,03-Jun-2025 15:09:28,https://nsearchives.nseindia.com/corporate/HYBRIDFIN_03062025150904_IntimationDated03062025regardingIssueofDuplicateShareCertificates.pdf,-0.9998589755487046,0.999927282333374,Negative
NUVOCO,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,"Nuvoco Vistas Corporation Limited has informed the Exchange about Show Cause Notice received from The Excise & Taxation Officer cum Proper Office (ST), Charki Dadri, Haryana",03-Jun-2025 15:08:21,https://nsearchives.nseindia.com/corporate/NUVOCO_03062025150814_SignedSEIntimation.pdf,-0.9999849211503715,0.9999908208847046,Negative
MOHITIND,Resignation,"Mohit Industries Limited has informed the Exchange regarding Resignation of Mr Shrikanth Masarm as Company Secretary & Compliance Officer of the company w.e.f. Jun 03, 2025.",03-Jun-2025 15:07:31,https://nsearchives.nseindia.com/corporate/MOHITIND_03062025150716_SE_Intimation_of_Resignation.pdf,-0.9999805054467288,0.9999890327453613,Negative
GLAXO,Shareholders meeting,"GlaxoSmithKline Pharmaceuticals Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 27, 2025",03-Jun-2025 15:06:50,https://nsearchives.nseindia.com/corporate/GLAXO1924_03062025150628_AGMNotice.pdf,-0.9999904901744685,0.9999924898147583,Negative
GLAXO,Updates,GlaxoSmithKline Pharmaceuticals Limited has informed the Exchange regarding 'BRSR '.,03-Jun-2025 15:04:49,https://nsearchives.nseindia.com/corporate/GLAXO1924_03062025150433_BRSR.pdf,-0.9999629627786817,0.9999697208404541,Negative
AKZOINDIA,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Akzo Nobel India Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,03-Jun-2025 14:59:38,https://nsearchives.nseindia.com/corporate/AKZOINDIA_03062025145929_AkzoIndia_Reg30_Intimation_BRGST_24Aug2024_3Jun2025_update.pdf,-0.9999531817775278,0.9999735355377197,Negative
AJAXENGG,Analysts/Institutional Investor Meet/Con. Call Updates,Ajax Engineering Limited has informed the Exchange about Transcript,03-Jun-2025 14:59:28,https://nsearchives.nseindia.com/corporate/AJAX123_03062025145828_Earnings_Call_Transcript-signed.pdf,-0.9999853273218378,0.9999881982803345,Negative
LTIM,Analysts/Institutional Investor Meet/Con. Call Updates,LTIMindtree Limited has informed the Exchange about Schedule of meet,03-Jun-2025 14:56:52,https://nsearchives.nseindia.com/corporate/LTI_03062025145301_SEintimation.pdf,-0.9999975059014901,0.9999980926513672,Negative
EIEL,Analysts/Institutional Investor Meet/Con. Call Updates,Enviro Infra Engineers Limited has informed the Exchange about Transcript,03-Jun-2025 14:55:42,https://nsearchives.nseindia.com/corporate/ENVIRO_03062025145524_Transcript_Q4_FY25_Intimation.pdf,-0.9999641702033841,0.9999721050262451,Negative
WEL,General Updates,Wonder Electricals Limited has informed the Exchange about General Updates,03-Jun-2025 14:55:17,https://nsearchives.nseindia.com/corporate/WFL_03062025145509_Investorpresention03062025.pdf,-0.9995819670439232,0.9997835755348206,Negative
LAURUSLABS,Shareholders meeting,"Laurus Labs Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 26, 2025",03-Jun-2025 14:50:36,https://nsearchives.nseindia.com/corporate/LAURUSLABS_03062025145001_20thAGMNotice.pdf,-0.9999981238862574,0.9999988079071045,Negative
BPL,Shareholders meeting,Bpl Limited has informed the Exchange about Shareholders meeting,03-Jun-2025 14:49:08,https://nsearchives.nseindia.com/corporate/BPL_03062025144633_EGM_NOTICE_upload.pdf,-0.9999081812493387,0.9999321699142456,Negative
AHLADA,Copy of Newspaper Publication,Ahlada Engineers Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 14:48:05,https://nsearchives.nseindia.com/corporate/AHLADA_03062025144744_Ahlda47Resultspaper.pdf,-0.999987409030382,0.9999916553497314,Negative
ZFCVINDIA,Analysts/Institutional Investor Meet/Con. Call Updates,ZF Commercial Vehicle Control Systems India Limited has informed the Exchange about Schedule of meet,03-Jun-2025 14:43:45,https://nsearchives.nseindia.com/corporate/WABCOINDIA_03062025144328_SDSERegulation30.pdf,-0.9999918442097169,0.9999943971633911,Negative
ELGIEQUIP,Analysts/Institutional Investor Meet/Con. Call Updates,Elgi Equipments Limited has informed the Exchange about Schedule of meet,03-Jun-2025 14:40:04,https://nsearchives.nseindia.com/corporate/ELGIEQUIP_03062025143924_InvestorsCallIntimation09062025.pdf,-0.9999974356795747,0.9999983310699463,Negative
TVSMOTOR,Press Release,"TVS Motor Company Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""TVS Motor Company and Kadam Mobility Join Forces to Drive Clean Urban Mobility with 500 Electric Three-Wheelers"".",03-Jun-2025 14:39:50,https://nsearchives.nseindia.com/corporate/TVSMOTOR_03062025143837_BSENSEKADAMSD.pdf,-0.9964859119425,0.9964878559112549,Negative
DRREDDY,ESOP/ESOS/ESPS,Dr. Reddy's Laboratories Limited has informed the Exchange regarding Allotment of stock options.,03-Jun-2025 14:36:16,https://nsearchives.nseindia.com/corporate/DRREDDY_03062025143606_SE_Intimation_Allotment_of_ESOP_03062025_1.pdf,-0.9999862811496314,0.999990701675415,Negative
MHRIL,Analysts/Institutional Investor Meet/Con. Call Updates,Mahindra Holidays & Resorts India Limited has informed the Exchange about Schedule of meet,03-Jun-2025 14:34:51,https://nsearchives.nseindia.com/corporate/MHRIL_03062025143430_MHRIL_IntimationofAnalaystMeet.pdf,-0.9999944030322467,0.9999963045120239,Negative
RKEC,Shareholders meeting,RKEC Projects Limited has informed the Exchange about Shareholders meeting,03-Jun-2025 14:31:43,https://nsearchives.nseindia.com/corporate/RKEC_03062025143129_RKECEGMNotice.pdf,-0.999983483545293,0.9999885559082031,Negative
YATRA,Shareholders meeting,Yatra Online Limited has informed the Exchange about Shareholders meeting,03-Jun-2025 14:30:47,https://nsearchives.nseindia.com/corporate/YATRA2022_03062025142746_Reg30ShiftingofROPostalBallot.pdf,-0.9999545339005635,0.9999637603759766,Negative
SANSERA,Press Release,"Sansera Engineering Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""Sansera and Airbus entered a contract for manufacture, supply and support of the Airborne ICTM  for light and medium transport aircraft programs."".",03-Jun-2025 14:30:16,https://nsearchives.nseindia.com/corporate/SANSERA_03062025143005_Press_Release.pdf,-0.9999937759557724,0.9999960660934448,Negative
GATEWAY,Analysts/Institutional Investor Meet/Con. Call Updates,Gateway Distriparks Limited has informed the Exchange about Transcript,03-Jun-2025 14:29:46,https://nsearchives.nseindia.com/corporate/GATEWAY_03062025142935_GDL_Q4FY25_Earnings_Call_Transcript.pdf,-0.9999709454205004,0.9999805688858032,Negative
TEXRAIL,Bagging/Receiving of orders/contracts,Texmaco Rail & Engineering Limited has informed the Exchange about Bagging/Receiving of orders/contracts,03-Jun-2025 14:29:05,https://nsearchives.nseindia.com/corporate/TEXRAIL_03062025142843_TexRailReceiptofOrder03062025Signed.pdf,-0.9974466132989619,0.9978297352790833,Negative
HOMEFIRST,Copy of Newspaper Publication,"Home First Finance Company India Limited has informed the Exchange about Copy of Newspaper Advertisement published in English newspaper- Mint  and Regional (Marathi) newspaper   Pratahkal, regarding e-voting information for the 16th Annual General Meeting of the Company scheduled to be held on Wednesday, June 25, 2025",03-Jun-2025 14:25:24,https://nsearchives.nseindia.com/corporate/HOMEFIRST_03062025142515_HomeFirstPostAdvertisement.pdf,-0.9999753796846562,0.9999850988388062,Negative
MTEDUCARE,General Updates,MT Educare Limited has informed the Exchange about General Updates,03-Jun-2025 14:22:10,https://nsearchives.nseindia.com/corporate/MTEDUCARE_03062025142203_Leetertoexchangeunderreg-30-Penalty-GST-02062025.pdf,-0.9999808845354892,0.9999884366989136,Negative
KALYANIFRG,Analysts/Institutional Investor Meet/Con. Call Updates,Kalyani Forge Limited has informed the Exchange about Transcript,03-Jun-2025 14:09:13,https://nsearchives.nseindia.com/corporate/KALYANIFRG_03062025140853_Cover_Letter_S.pdf,-0.9999863163104692,0.9999876022338867,Negative
ICICIPRULI,ESOP/ESOS/ESPS,ICICI Prudential Life Insurance Company Limited has informed the Exchange regarding Allotment of 178739  Shares.,03-Jun-2025 14:07:36,https://nsearchives.nseindia.com/corporate/ICICIPRULI_03062025140702_SE_Intimation_June_3_2025_signed.pdf,-0.9999959653132464,0.999997615814209,Negative
PARSVNATH,Copy of Newspaper Publication,Parsvnath Developers Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 14:07:29,https://nsearchives.nseindia.com/corporate/PARSVNATH_03062025140718_EGMNoticeNewspaperAdvertisement.pdf,-0.9999875970197536,0.9999923706054688,Negative
APTUS,Analysts/Institutional Investor Meet/Con. Call Updates,Aptus Value Housing Finance India Limited has informed the Exchange about Schedule of Investor/Analyst meet,03-Jun-2025 13:59:04,https://nsearchives.nseindia.com/corporate/APTUS_03062025135816_Aptus_Investor_Meeting_Intimation_June__03_2025_sd.pdf,-0.999994939385715,0.999996542930603,Negative
BAJEL,Updates,Bajel Projects Limited has informed the Exchange regarding 'ESOP Grant'.,03-Jun-2025 13:58:41,https://nsearchives.nseindia.com/corporate/BAJEL_03062025135726_Grantsign.pdf,-0.9999909820489847,0.999993085861206,Negative
DBEIL,General Updates,Deepak Builders & Engineers India Limited has informed the Exchange about General Updates,03-Jun-2025 13:52:29,https://nsearchives.nseindia.com/corporate/DEEPAKBUILDERS_03062025134246_Intimation.pdf,0.0,0.0,Neutral
APTUS,Allotment of Securities,"Aptus Value Housing Finance India Limited has informed the Exchange regarding allotment of 9374 securities pursuant to ESOP/ESPS at its meeting held on Jun 02, 2025",03-Jun-2025 13:49:49,https://nsearchives.nseindia.com/corporate/APTUS_03062025134913_SE_Intimation_ESOP_sd.pdf,-0.9999841551702957,0.9999884366989136,Negative
INDIAMART,Analysts/Institutional Investor Meet/Con. Call Updates,Indiamart Intermesh Limited has informed the Exchange about Schedule of meet,03-Jun-2025 13:49:00,https://nsearchives.nseindia.com/corporate/INDIAMART_03062025134852_InvestorMeetDisclosure03062025.pdf,-0.9999894862039582,0.9999920129776001,Negative
QUESS,Press Release,"Quess Corp Limited has informed the Exchange regarding a press release dated Jun 03, 2025, titled ""Origint - Powered by Quess, a New Business Line to Leverage India s $105B GCC Opportunity  along with the Presentation titled  Winning together "".",03-Jun-2025 13:46:53,https://nsearchives.nseindia.com/corporate/Quesscorp_03062025134611_SE_Covering_Letter_Press_Release.pdf,-0.9999716897148971,0.9999719858169556,Negative
AGIIL,Copy of Newspaper Publication,Agi Infra Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 13:38:54,https://nsearchives.nseindia.com/corporate/AGIINFRA_03062025133635_Newspaper_cuttings.pdf,-0.9999853885174161,0.9999905824661255,Negative
GICRE,Cessation,"General Insurance Corporation of India has informed the Exchange regarding Cessation of Ms A. Manimekhalai as Independent Director of the Corporation w.e.f. Jun 03, 2025.",03-Jun-2025 13:36:42,https://nsearchives.nseindia.com/corporate/GICRE_03062025133621_IntimationcessationofManimekhalai03062025S.pdf,-0.9999096708415891,0.9999504089355469,Negative
ZIMLAB,General Updates,Zim Laboratories Limited has informed the Exchange about the Annual Report for the Financial Year 2024-25,03-Jun-2025 13:30:52,https://nsearchives.nseindia.com/corporate/ZIMLAB_03062025132754_Discl_Reg34_AnnaulReport_signed.pdf,-0.9999804273529662,0.9999879598617554,Negative
ORCHPHARMA,Giving guarantees/indemnity/ becoming a surety for third party,Orchid Pharma Limited has informed the Exchange about Giving Corporate guarantee on behalf of Orchid Bio-Pharma Limited (Wholly Owned Subsidiary),03-Jun-2025 13:27:58,https://nsearchives.nseindia.com/corporate/ORCHPHARMA_03062025132138_Stx_ltr_CG_Intimation_Signed.pdf,-0.9999679292632209,0.9999819993972778,Negative
AMBIKCO,Updates,"Ambika Cotton Mills Limited has informed the Exchange regarding 'Filing of - Receipt of disclosure under Regulation 7(2)   Continual Disclosure of SEBI (PIT) Regulations, 2015 - Reg'.",03-Jun-2025 13:26:20,https://nsearchives.nseindia.com/corporate/AMBIKCO_03062025132553_OCRPITREG7.pdf,-0.9999841078506506,0.9999909400939941,Negative
DALBHARAT,Copy of Newspaper Publication,"Dalmia Bharat Limited has informed the Exchange about Submission of Newspaper Advertisement related to Annual General Meeting, Record Date and other related information",03-Jun-2025 13:22:31,https://nsearchives.nseindia.com/corporate/DALBHARAT_03062025132153_SEdblPreDispMAY2025signed.pdf,-0.9999943837663068,0.9999966621398926,Negative
SUPREMEIND,General Updates,Business Responsibility and Sustainability Report (BRSR) - FY 25,03-Jun-2025 13:19:10,https://nsearchives.nseindia.com/corporate/SUPREMEIND_03062025131835_BRSRReportStockExchanges03062025.pdf,-0.9999819471622686,0.9999895095825195,Negative
CESC,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","CESC Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",03-Jun-2025 13:15:42,https://nsearchives.nseindia.com/corporate/CESC_03062025131530_1.pdf,-0.9999966484909919,0.9999979734420776,Negative
WONDERLA,Analysts/Institutional Investor Meet/Con. Call Updates,Wonderla Holidays Limited has informed the Exchange about Schedule of meet,03-Jun-2025 13:09:29,https://nsearchives.nseindia.com/corporate/WONDERLA_03062025130916_cl_Signed.pdf,-0.9999403324982268,0.9999524354934692,Negative
SUNDARMFIN,Updates,Sundaram Finance Limited has informed the Exchange regarding Exercise of 320 options.,03-Jun-2025 13:08:20,https://nsearchives.nseindia.com/corporate/SUNDARMFIN_03062025130457_SD_ESOPIntimation_03062025.pdf,-0.9999883404609591,0.9999918937683105,Negative
INDHOTEL,Investor Presentation,The Indian Hotels Company Limited has informed the Exchange about Investor Presentation,03-Jun-2025 13:06:56,https://nsearchives.nseindia.com/corporate/bakhtawar_irani_tajhotels_com_03062025130516_PresentationJune32025.pdf,-0.9999867995610998,0.9999877214431763,Negative
EQUIPPP,Copy of Newspaper Publication,Equippp Social Impact Technologies Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 13:06:47,https://nsearchives.nseindia.com/corporate/EQUIPPP_03062025130633_Q4NewspaperPublicationMarch2025.pdf,-0.9999878821395214,0.9999929666519165,Negative
INDOCO,Product launch,Indoco Remedies Limited has informed the Exchange about Product launch. Please find enclosed Press Release in this regards.,03-Jun-2025 13:04:31,https://nsearchives.nseindia.com/corporate/INDOCO_03062025130405_Intimation.pdf,-0.9999658229485249,0.9999713897705078,Negative
TCS,Updates,Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - Virgin Atlantic and TCS Extend Two-Decade Partnership to Modernize Airline Operations with AI-led Solutions'.,03-Jun-2025 13:00:47,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_03062025125319_PR_3June25_signed.pdf,-0.9999134212004037,0.9999151229858398,Negative
ALPSINDUS,Corporate Insolvency Resolution Process,"Alps Industries Limited has informed the Exchange about Intimation of Next Meeting Of Committee of Creditors ( Coc ) To Be Held On Wednesday, 04 June, 2025.",03-Jun-2025 12:58:34,https://nsearchives.nseindia.com/corporate/ALPSINDUS_03062025125800_cover_letter_intimation_READABLE_.pdf,-0.9999523908500123,0.9999663829803467,Negative
NAGAFERT,Outcome of Board Meeting,"Nagarjuna Fertilizers and Chemicals Limited has submitted to the Exchange, the financial results for the period ended March 31, 2025.",03-Jun-2025 12:58:21,https://nsearchives.nseindia.com/corporate/NAGAFERT_03062025125342_Disclosure.pdf,-0.9999872052451337,0.9999909400939941,Negative
MEDICAMEQ,General Updates,"Medicamen Biotech Limited has informed the Exchange about General Updates- Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Approval of Abbreviated New Drug Application (ANDA)",03-Jun-2025 12:57:17,https://nsearchives.nseindia.com/corporate/MEDICAMEQ_03062025125621_Announcement03062025.pdf,-0.6182621410334832,0.6183121204376221,Negative
HDFCAMC,Shareholders meeting,"HDFC Asset Management Company Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 25, 2025 and Annual Report for FY 2024-25",03-Jun-2025 12:53:06,https://nsearchives.nseindia.com/corporate/DEEPTI_03062025125152_NSE17NSE.pdf,-0.9999839080032871,0.9999887943267822,Negative
SHAREINDIA,Credit Rating- Revision,Share India Securities Limited has informed the Exchange about Credit Rating- Revision,03-Jun-2025 12:49:25,https://nsearchives.nseindia.com/corporate/SISL_03062025124913_Creditratings03062025.pdf,-0.9999822873664925,0.9999887943267822,Negative
VSSL,Agreements,Vardhman Special Steels Limited has informed the Exchange about Agreements under Regulation 30A of SEBI LODR.,03-Jun-2025 12:44:48,https://nsearchives.nseindia.com/corporate/VSSL_03062025124414_VSSL.pdf,-0.9999540873777732,0.9999719858169556,Negative
BIRLANU,Disclosure under SEBI Takeover Regulations,"Central India Industries Limited, Ashok Investment Corporation Ltd, Shekhavati Investments and Traders Ltd, Gwalior Finance Corporation Limited has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",03-Jun-2025 12:41:10,https://nsearchives.nseindia.com/corporate/team_sandeshc_03062025123143_Disclosure2.pdf,-0.9999941250439406,0.9999966621398926,Negative
ASIANTILES,Credit Rating,Asian Granito India Limited has informed the Exchange about Credit Rating,03-Jun-2025 12:39:51,https://nsearchives.nseindia.com/corporate/ASIANTILES_03062025123822_seintimationrevisedcrsigned03062025.pdf,-0.9999926990587937,0.9999957084655762,Negative
GREENPLY,Outcome of Board Meeting,"Greenply Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 03, 2025.",03-Jun-2025 12:38:28,https://nsearchives.nseindia.com/corporate/GREEN_03062025123758_Board_Meeting_Outcome.pdf,-0.9999867153392188,0.9999909400939941,Negative
CSBBANK,Analysts/Institutional Investor Meet/Con. Call Updates,CSB Bank Limited has informed the Exchange about Analysts/Institutional Investor Meet/Con. Call Updates,03-Jun-2025 12:37:07,https://nsearchives.nseindia.com/corporate/CSBBANK_03062025123217_IntimationofAnalystMeet03062025f.pdf,-0.9999980709142733,0.9999988079071045,Negative
INSECTICID,Copy of Newspaper Publication,Insecticides (India) Limited has informed the Exchange about Copy of Newspaper Publication on Notice of transfer of equity shares of the Company to IEPF,03-Jun-2025 12:34:20,https://nsearchives.nseindia.com/corporate/INSECTICID_03062025123407_NP_STX03062025.pdf,-0.9999945773441823,0.9999963045120239,Negative
CRISIL,Updates,"CRISIL Limited has informed the Exchange regarding minutes of the 38th Annual General Meeting of Crisil Limited held on Wednesday, April 30, 2025 through Video Conferencing (VC) and/or Other Audio Visual Means (OAVM)",03-Jun-2025 12:28:59,https://nsearchives.nseindia.com/corporate/renukap_03062025122659_MinutesofAGM_April302025.pdf,-0.999998703119644,0.9999991655349731,Negative
BEARDSELL,Updates,Beardsell Limited has informed the Exchange regarding Revised Financial Results due to Typographical Error in EPS.,03-Jun-2025 12:27:06,https://nsearchives.nseindia.com/corporate/BEARDSELL_03062025122428_RevisedResults_Mar2025.pdf,-0.9999863231942072,0.999992847442627,Negative
GREENPLY,Appointment,"Greenply Industries Limited has informed the Exchange regarding Appointment of Mr. Bharath Rao as Executive Vice President - Sales and Senior Management Personnel (SMP) of the Company with effect from 3rd June, 2025.",03-Jun-2025 12:26:12,https://nsearchives.nseindia.com/corporate/GREEN_03062025122547_Appointment_SMP.pdf,-0.9999870425040172,0.9999920129776001,Negative
HPL,Copy of Newspaper Publication,HPL Electric & Power Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 12:23:43,https://nsearchives.nseindia.com/corporate/HPL_03062025122329_INTIMATIONNEWSPAPER.pdf,-0.9999870187807574,0.9999923706054688,Negative
MSUMI,Analysts/Institutional Investor Meet/Con. Call Updates,Motherson Sumi Wiring India Limited has informed the Exchange about Schedule of meet,03-Jun-2025 12:22:11,https://nsearchives.nseindia.com/corporate/MSWIL_03062025122204_MSWILSEDisclosureJune112025AnandRathiBayCapital.pdf,-0.9999951542997678,0.9999970197677612,Negative
MSUMI,Analysts/Institutional Investor Meet/Con. Call Updates,Motherson Sumi Wiring India Limited has informed the Exchange about Schedule of meet,03-Jun-2025 12:21:17,https://nsearchives.nseindia.com/corporate/MSWIL_03062025122109_MSWILSEDisclosureJune112025StockproGrandeur.pdf,-0.9999948649513044,0.9999967813491821,Negative
GREENPLY,Outcome of Board Meeting,"Greenply Industries Limited has informed the Exchange regarding  Outcome of Board meeting held on Jun 03, 2025.",03-Jun-2025 12:18:13,https://nsearchives.nseindia.com/corporate/GREEN_03062025121723_Board_Meeting_Outcome.pdf,-0.9999867153392188,0.9999909400939941,Negative
PIGL,Analysts/Institutional Investor Meet/Con. Call Updates,Power & Instrumentation (Gujarat) Limited has informed the Exchange about Transcript,03-Jun-2025 12:18:02,https://nsearchives.nseindia.com/corporate/PIGL_03062025121740_ConcalltranscriptMarch2025.pdf,-0.9999867790497774,0.999990701675415,Negative
PAISALO,Committee Meeting Updates,"Paisalo Digital Limited has informed the Exchange regarding Outcome of Committee Meeting held on Jun 03, 2025.",03-Jun-2025 12:11:47,https://nsearchives.nseindia.com/corporate/PAISALO_03062025121132_BSE_NSE_Outcome_03062025.pdf,-0.9999968018689174,0.9999974966049194,Negative
EIMCOELECO,Copy of Newspaper Publication,Eimco Elecon (India) Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 12:04:13,https://nsearchives.nseindia.com/corporate/EIMCOELECO_03062025120336_PublisheNoticeIEPF03062025.pdf,-0.9999735212231826,0.999984860420227,Negative
OIL,Analysts/Institutional Investor Meet/Con. Call Updates,Oil India Limited has informed the Exchange about Transcript of Investors  and Analysts  Meet   2025.,03-Jun-2025 12:03:41,https://nsearchives.nseindia.com/corporate/OIL_03062025120259_REG30TRANSCRIPT03062025FILING.pdf,-0.9999393199659607,0.9999539852142334,Negative
WAAREEENER,Analysts/Institutional Investor Meet/Con. Call Updates,Waaree Energies Limited has informed the Exchange about Schedule of meet,03-Jun-2025 12:01:52,https://nsearchives.nseindia.com/corporate/WAAREE_03062025120135_InvestorsMeet_03062025_signed.pdf,-0.9999903721918599,0.9999940395355225,Negative
SWANDEF,News Verification,The Exchange has sought clarification from Swan Defence and Heavy Industries Limited with respect to recent news item captioned Swan Defence and Heavy Industries plans to raise Rs 750 crore via QIP.  The response from the Company is attached.,03-Jun-2025 11:59:10,https://nsearchives.nseindia.com/corporate/SWANRNEL_03062025115848_NSE_Reply.pdf,-0.9999656592699466,0.9999772310256958,Negative
TBZ,Change in Management,Tribhovandas Bhimji Zaveri Limited has informed the Exchange about change in Management,03-Jun-2025 11:55:56,https://nsearchives.nseindia.com/corporate/TBZ_03062025115524_20250603_App_Rakesh_Pant.pdf,-0.9999820814150553,0.9999887943267822,Negative
ROLEXRINGS,Copy of Newspaper Publication,Rolex Rings Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 11:55:35,https://nsearchives.nseindia.com/corporate/ROLEXRINGS_03062025115528_Intimation.pdf,-0.999989375869518,0.9999936819076538,Negative
INSECTICID,Analysts/Institutional Investor Meet/Con. Call Updates,Insecticides (India) Limited has informed the Exchange about Transcript,03-Jun-2025 11:54:46,https://nsearchives.nseindia.com/corporate/INSECTICID_03062025115342_STXTranscriptQ4.pdf,-0.9998663728110841,0.999875545501709,Negative
EIMCOELECO,Copy of Newspaper Publication,Eimco Elecon (India) Limited has informed the Exchange about Copy of Newspaper Publication,03-Jun-2025 11:54:23,https://nsearchives.nseindia.com/corporate/EIMCOELECO_03062025115333_PublishedAGM03062025.pdf,-0.9999857072175473,0.9999920129776001,Negative
RBLBANK,Analysts/Institutional Investor Meet/Con. Call Updates,RBL Bank Limited has informed the Exchange about Schedule of meet,03-Jun-2025 11:52:38,https://nsearchives.nseindia.com/corporate/RBLBANK_03062025115102_IntimationofInvestorAnalystMeetJune32025Signed.pdf,-0.9999782608060741,0.9999856948852539,Negative
LEXUS,Copy of Newspaper Publication,Lexus Granito (India) Limited has informed the Exchange about Copy of Newspaper Publication of Audited Results for the Quarter and Year Ended 31 March 2025,03-Jun-2025 11:52:37,https://nsearchives.nseindia.com/corporate/LEXUS_03062025115212_Newspaper_Disclosure-_Lexus.pdf,-0.9998923575731169,0.9999382495880127,Negative
ASMS,Outcome of Board Meeting,"Bartronics India Limited has submitted to the Exchange, the financial results for the period ended March 31, 2025.",03-Jun-2025 11:51:12,https://nsearchives.nseindia.com/corporate/BARTRONICS1_03062025114737_outcome_of_Board_meeting.pdf,-0.9999957836216709,0.999996542930603,Negative
ZIMLAB,Shareholders meeting,"Zim Laboratories Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 27, 2025",03-Jun-2025 11:48:59,https://nsearchives.nseindia.com/corporate/ZIMLAB_03062025114559_DisclosureReg30NoticeofAGMandAR.pdf,-0.9999853731037547,0.9999903440475464,Negative
RELINFRA,General Updates,"Reliance Infrastructure Limited has informed the Exchange about Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",03-Jun-2025 11:47:28,https://nsearchives.nseindia.com/corporate/RELINFRA_03062025114640_SEDisclosureIDBIVsRInfraNCLTOrder03062025.pdf,-0.99997995574995,0.9999887943267822,Negative
LANCORHOL,Outcome of Board Meeting,"Lancor Holdings Limited has submitted to the Exchange, the financial results for the period ended March 31, 2025.",03-Jun-2025 11:45:00,https://nsearchives.nseindia.com/corporate/LANCOR2023_03062025114324_Revised_financial__1_.pdf,-0.9999205869899015,0.9999587535858154,Negative
